Start Station Name,Start Station Latitude,Start Station Longitude,Number of trips
5 Ave & E 63 St,40.76651931820361,-73.97128519753973,1
W 16 St & The High Line,40.7433193,-74.0068543,1
Avenue D & E 12 St,40.725806,-73.974225,1
W 82 St & Central Park West,40.7882213,-73.97041561,1
W 15 St & 7 Ave,40.78057799010335,-73.98562431335448,1
E 53 St & Madison Ave,40.761573,-73.972628,1
W 146 St & Broadway,40.829114,-73.95042600000002,1
W 13 St & 7 Ave,40.73776221372256,-73.99954170926846,1
W 13 St & 7 Ave,40.73767554484376,-73.99961513474024,1
W 30 St & 10 Ave,40.750585,-73.99468399999998,1
